0,1,2,3,4
33.1264952,-117.3273193,-21.075,1.527,1.51
33.1264954,-117.3273186,-21.079,1.484,1.53
33.1264958,-117.3273179,-21.092,1.48,1.48
33.1264961,-117.327317,-21.104,1.511,1.48
33.1264963,-117.3273161,-21.109,1.528,1.51
33.1264966,-117.3273152,-21.1,1.559,1.53
33.1264968,-117.3273144,-21.083,1.553,1.56
33.1264971,-117.3273135,-21.078,1.559,1.55
33.1264973,-117.3273128,-21.064,1.53,1.56
33.1264976,-117.327312,-21.063,1.54,1.53
33.1264979,-117.3273112,-21.052,1.521,1.54
33.1264981,-117.3273105,-21.05,1.521,1.52
33.1264984,-117.3273097,-21.067,1.513,1.52
33.1264988,-117.327309,-21.102,1.504,1.51
33.1264991,-117.3273082,-21.11,1.503,1.5
33.1264995,-117.3273074,-21.091,1.512,1.5
33.1264998,-117.3273067,-21.061,1.496,1.51
33.1265001,-117.3273059,-21.03,1.489,1.5
33.1265004,-117.3273052,-21.032,1.48,1.49
33.1265007,-117.3273046,-21.022,1.451,1.48
33.126501,-117.3273038,-21.008,1.465,1.45
33.1265012,-117.327303,-21.011,1.471,1.47
33.1265015,-117.3273022,-21.021,1.485,1.47
33.1265019,-117.3273014,-21.023,1.513,1.48
33.1265022,-117.3273006,-21.015,1.506,1.51
33.1265025,-117.3272998,-20.99,1.517,1.51
33.1265027,-117.327299,-20.968,1.508,1.52
33.126503,-117.3272982,-20.964,1.509,1.51
33.1265034,-117.3272974,-20.958,1.524,1.51
33.1265037,-117.3272967,-20.938,1.522,1.52
33.1265041,-117.3272959,-20.939,1.532,1.52
33.1265045,-117.3272951,-20.943,1.535,1.53
33.1265049,-117.3272943,-20.963,1.532,1.54
33.1265053,-117.3272936,-20.981,1.508,1.53
33.1265056,-117.3272929,-20.993,1.495,1.51
33.126506,-117.327292,-20.964,1.534,1.5
33.1265062,-117.3272911,-20.914,1.554,1.53
33.1265065,-117.3272903,-20.904,1.521,1.56
33.1265069,-117.3272896,-20.922,1.496,1.52
33.1265071,-117.3272888,-20.914,1.493,1.5
33.1265074,-117.327288,-20.92,1.486,1.49
33.1265078,-117.3272872,-20.918,1.502,1.49
33.1265082,-117.3272864,-20.922,1.513,1.5
33.1265085,-117.3272855,-20.932,1.551,1.51
33.1265089,-117.3272846,-20.928,1.58,1.55
33.126509,-117.3272837,-20.885,1.557,1.58
33.1265093,-117.3272829,-20.854,1.556,1.56
33.1265097,-117.3272821,-20.864,1.562,1.56
33.12651,-117.3272813,-20.878,1.544,1.56
33.1265103,-117.3272805,-20.866,1.553,1.54
33.1265107,-117.3272797,-20.855,1.558,1.55
33.1265111,-117.3272789,-20.888,1.58,1.56
33.1265114,-117.3272781,-20.914,1.557,1.58
33.1265117,-117.3272773,-20.894,1.547,1.56
33.126512,-117.3272764,-20.866,1.547,1.55
33.1265123,-117.3272756,-20.855,1.566,1.55
33.1265126,-117.3272748,-20.861,1.532,1.57
33.1265129,-117.327274,-20.851,1.515,1.53
33.1265131,-117.3272733,-20.83,1.499,1.52
33.1265134,-117.3272725,-20.826,1.488,1.5
33.1265138,-117.3272718,-20.843,1.478,1.49
33.1265142,-117.3272711,-20.881,1.474,1.48
33.1265144,-117.3272702,-20.888,1.487,1.47
33.1265146,-117.3272693,-20.888,1.497,1.49
33.1265148,-117.3272685,-20.857,1.484,1.5
33.1265151,-117.3272678,-20.836,1.472,1.48
33.1265154,-117.3272671,-20.824,1.451,1.47
33.1265157,-117.3272664,-20.87,1.408,1.45
33.126516,-117.3272659,-20.891,1.35,1.41
33.1265163,-117.3272651,-20.853,1.353,1.35
33.1265166,-117.3272646,-20.846,1.314,1.35
33.1265168,-117.327264,-20.87,1.277,1.31
33.1265171,-117.3272635,-20.858,1.229,1.28
33.1265174,-117.327263,-20.828,1.191,1.23
33.1265176,-117.3272625,-20.81,1.145,1.19
33.1265179,-117.327262,-20.815,1.112,1.15
33.1265181,-117.3272614,-20.822,1.117,1.11
33.1265185,-117.327261,-20.808,1.078,1.12
33.1265188,-117.3272606,-20.804,1.047,1.08
33.126519,-117.3272601,-20.819,1.033,1.05
